stop_id,stop_name,stop_lat,stop_lon,location_type,parent_station,neighbourhood,borough
635,14 St-Union Sq,40.734673,-73.989951,1.0,,Gramercy,Manhattan
636,Astor Pl,40.730054,-73.99107,1.0,,East Village,Manhattan
637,Bleecker St,40.725915,-73.994659,1.0,,NoHo,Manhattan
638,Spring St,40.722301,-73.997141,1.0,,SoHo,Manhattan
639,Canal St,40.718803,-74.000193,1.0,,SoHo,Manhattan
640,Brooklyn Bridge-City Hall,40.713065,-74.004131,1.0,,Civic Center,Manhattan
701,Flushing-Main St,40.7596,-73.83003,1.0,,Flushing,Queens
702,Mets-Willets Point,40.754622,-73.845625,1.0,,Flushing,Queens
705,111 St,40.75173,-73.855334,1.0,,Corona,Queens
706,103 St-Corona Plaza,40.749865,-73.8627,1.0,,Jackson Heights,Queens
707,Junction Blvd,40.749145,-73.869527,1.0,,Jackson Heights,Queens
708,90 St-Elmhurst Av,40.748408,-73.876613,1.0,,Elmhurst,Queens
709,82 St-Jackson Hts,40.747659,-73.883697,1.0,,Elmhurst,Queens
710,74 St-Broadway,40.746848,-73.891394,1.0,,Elmhurst,Queens
711,69 St,40.746325,-73.896403,1.0,,Woodside,Queens
712,61 St-Woodside,40.74563,-73.902984,1.0,,Woodside,Queens
713,52 St,40.744149,-73.912549,1.0,,Sunnyside,Queens
714,46 St-Bliss St,40.743132,-73.918435,1.0,,Sunnyside,Queens
715,40 St-Lowery St,40.743781,-73.924016,1.0,,Sunnyside,Queens
716,33 St-Rawson St,40.744587,-73.930997,1.0,,Sunnyside,Queens
718,Queensboro Plaza,40.750582,-73.940202,1.0,,Long Island City,Queens
719,Court Sq,40.747023,-73.945264,1.0,,Long Island City,Queens
720,Hunters Point Av,40.742216,-73.948916,1.0,,Long Island City,Queens
721,Vernon Blvd-Jackson Av,40.742626,-73.953581,1.0,,Long Island City,Queens
723,Grand Central-42 St,40.751431,-73.976041,1.0,,Midtown,Manhattan
724,5 Av,40.753821,-73.981963,1.0,,Midtown,Manhattan
725,Times Sq-42 St,40.755477,-73.987691,1.0,,Theater District,Manhattan
726,34 St-Hudson Yards,40.755882,-74.00191,1.0,,Hell's Kitchen,Manhattan
901,Grand Central-42 St,40.752769,-73.979189,1.0,,Midtown,Manhattan
902,Times Sq-42 St,40.755983,-73.986229,1.0,,Theater District,Manhattan
A02,Inwood-207 St,40.868072,-73.919899,1.0,,Inwood,Manhattan
A03,Dyckman St,40.865491,-73.927271,1.0,,Inwood,Manhattan
A05,190 St,40.859022,-73.93418,1.0,,Washington Heights,Manhattan
A06,181 St,40.851695,-73.937969,1.0,,Washington Heights,Manhattan
A07,175 St,40.847391,-73.939704,1.0,,Washington Heights,Manhattan
A09,168 St,40.840719,-73.939561,1.0,,Washington Heights,Manhattan
A10,163 St-Amsterdam Av,40.836013,-73.939892,1.0,,Washington Heights,Manhattan
A11,155 St,40.830518,-73.941514,1.0,,Harlem,Manhattan
A12,145 St,40.824783,-73.944216,1.0,,Harlem,Manhattan
A14,135 St,40.817894,-73.947649,1.0,,Harlem,Manhattan
A15,125 St,40.811109,-73.952343,1.0,,Harlem,Manhattan
A16,116 St,40.805085,-73.954882,1.0,,Harlem,Manhattan
A17,Cathedral Pkwy (110 St),40.800603,-73.958161,1.0,,Harlem,Manhattan
A18,103 St,40.796092,-73.961454,1.0,,Central Park,Manhattan
A19,96 St,40.791642,-73.964696,1.0,,Central Park,Manhattan
A20,86 St,40.785868,-73.968916,1.0,,Central Park,Manhattan
A21,81 St-Museum of Natural History,40.781433,-73.972143,1.0,,Central Park,Manhattan
A22,72 St,40.775594,-73.97641,1.0,,Central Park,Manhattan
A24,59 St-Columbus Circle,40.768296,-73.981736,1.0,,Midtown,Manhattan
A25,50 St,40.762456,-73.985984,1.0,,Hell's Kitchen,Manhattan
A27,42 St-Port Authority Bus Terminal,40.757308,-73.989735,1.0,,Hell's Kitchen,Manhattan
A28,34 St-Penn Station,40.752287,-73.993391,1.0,,Midtown,Manhattan
A30,23 St,40.745906,-73.998041,1.0,,Chelsea,Manhattan
A31,14 St,40.740893,-74.00169,1.0,,Chelsea,Manhattan
A32,W 4 St-Wash Sq,40.732338,-74.000495,1.0,,West Village,Manhattan
A33,Spring St,40.726227,-74.003739,1.0,,SoHo,Manhattan
A34,Canal St,40.720824,-74.005229,1.0,,Tribeca,Manhattan
A36,Chambers St,40.714111,-74.008585,1.0,,Tribeca,Manhattan
A38,Fulton St,40.710197,-74.007691,1.0,,Financial District,Manhattan
A40,High St,40.699337,-73.990531,1.0,,Downtown Brooklyn,Brooklyn
A41,Jay St-MetroTech,40.692338,-73.987342,1.0,,Downtown Brooklyn,Brooklyn
A42,Hoyt-Schermerhorn Sts,40.688484,-73.985001,1.0,,Boerum Hill,Brooklyn
A43,Lafayette Av,40.686113,-73.973946,1.0,,Fort Greene,Brooklyn
A44,Clinton-Washington Avs,40.683263,-73.965838,1.0,,Clinton Hill,Brooklyn
A45,Franklin Av,40.68138,-73.956848,1.0,,Bedford-Stuyvesant,Brooklyn
A46,Nostrand Av,40.680438,-73.950426,1.0,,Bedford-Stuyvesant,Brooklyn
A47,Kingston-Throop Avs,40.679921,-73.940858,1.0,,Bedford-Stuyvesant,Brooklyn
A48,Utica Av,40.679364,-73.930729,1.0,,Bedford-Stuyvesant,Brooklyn
A49,Ralph Av,40.678822,-73.920786,1.0,,Bedford-Stuyvesant,Brooklyn
A50,Rockaway Av,40.67834,-73.911946,1.0,,Bedford-Stuyvesant,Brooklyn
A51,Broadway Junction,40.678334,-73.905316,1.0,,Cypress Hills,Brooklyn
A52,Liberty Av,40.674542,-73.896548,1.0,,East New York,Brooklyn
A53,Van Siclen Av,40.67271,-73.890358,1.0,,East New York,Brooklyn
A54,Shepherd Av,40.67413,-73.88075,1.0,,East New York,Brooklyn
A55,Euclid Av,40.675377,-73.872106,1.0,,East New York,Brooklyn
A57,Grant Av,40.677044,-73.86505,1.0,,Cypress Hills,Brooklyn
A59,80 St,40.679371,-73.858992,1.0,,Ozone Park,Queens
A60,88 St,40.679843,-73.85147,1.0,,Ozone Park,Queens
A61,Rockaway Blvd,40.680429,-73.843853,1.0,,Ozone Park,Queens
A63,104 St,40.681711,-73.837683,1.0,,Ozone Park,Queens
A64,111 St,40.684331,-73.832163,1.0,,Richmond Hill,Queens
A65,Ozone Park-Lefferts Blvd,40.685951,-73.825798,1.0,,Richmond Hill,Queens
B04,21 St-Queensbridge,40.754203,-73.942836,1.0,,Long Island City,Queens
B06,Roosevelt Island,40.759145,-73.95326,1.0,,Roosevelt Island,Manhattan
B08,Lexington Av/63 St,40.764629,-73.966113,1.0,,Upper East Side,Manhattan
B10,57 St,40.763972,-73.97745,1.0,,Midtown,Manhattan
B12,9 Av,40.646292,-73.994324,1.0,,Borough Park,Brooklyn
B13,Fort Hamilton Pkwy,40.640914,-73.994304,1.0,,Borough Park,Brooklyn
B14,50 St,40.63626,-73.994791,1.0,,Borough Park,Brooklyn
B15,55 St,40.631435,-73.995476,1.0,,Borough Park,Brooklyn
B16,62 St,40.626472,-73.996895,1.0,,Borough Park,Brooklyn
B17,71 St,40.619589,-73.998864,1.0,,Bensonhurst,Brooklyn
B18,79 St,40.613501,-74.00061,1.0,,Bensonhurst,Brooklyn
B19,18 Av,40.607954,-74.001736,1.0,,Bensonhurst,Brooklyn
B20,20 Av,40.604556,-73.998168,1.0,,Bath Beach,Brooklyn
B21,Bay Pkwy,40.601875,-73.993728,1.0,,Gravesend,Brooklyn
B22,25 Av,40.597704,-73.986829,1.0,,Gravesend,Brooklyn
B23,Bay 50 St,40.588841,-73.983765,1.0,,Gravesend,Brooklyn
D01,Norwood-205 St,40.874811,-73.878855,1.0,,Norwood,Bronx
D03,Bedford Park Blvd,40.873244,-73.887138,1.0,,Norwood,Bronx
D04,Kingsbridge Rd,40.866978,-73.893509,1.0,,Fordham,Bronx
D05,Fordham Rd,40.861296,-73.897749,1.0,,Fordham,Bronx
D06,182-183 Sts,40.856093,-73.900741,1.0,,Fordham,Bronx
D07,Tremont Av,40.85041,-73.905227,1.0,,Mount Hope,Bronx
D08,174-175 Sts,40.8459,-73.910136,1.0,,Mount Hope,Bronx
D09,170 St,40.839306,-73.9134,1.0,,Claremont Village,Bronx
D10,167 St,40.833771,-73.91844,1.0,,Concourse,Bronx
D11,161 St-Yankee Stadium,40.827905,-73.925651,1.0,,Concourse,Bronx
D12,155 St,40.830135,-73.938209,1.0,,Washington Heights,Manhattan
D13,145 St,40.824783,-73.944216,1.0,,Harlem,Manhattan
D14,7 Av,40.762862,-73.981637,1.0,,Midtown,Manhattan
D15,47-50 Sts-Rockefeller Ctr,40.758663,-73.981329,1.0,,Theater District,Manhattan
D16,42 St-Bryant Pk,40.754222,-73.984569,1.0,,Theater District,Manhattan
D17,34 St-Herald Sq,40.749719,-73.987823,1.0,,Midtown,Manhattan
D18,23 St,40.742878,-73.992821,1.0,,Chelsea,Manhattan
D19,14 St,40.738228,-73.996209,1.0,,Chelsea,Manhattan
D20,W 4 St-Wash Sq,40.732338,-74.000495,1.0,,West Village,Manhattan
D21,Broadway-Lafayette St,40.725297,-73.996204,1.0,,NoHo,Manhattan
D22,Grand St,40.718267,-73.993753,1.0,,Lower East Side,Manhattan
D24,Atlantic Av-Barclays Ctr,40.68446,-73.97689,1.0,,Fort Greene,Brooklyn
D25,7 Av,40.67705,-73.972367,1.0,,Park Slope,Brooklyn
D26,Prospect Park,40.661614,-73.962246,1.0,,Prospect-Lefferts Gardens,Brooklyn
D27,Parkside Av,40.655292,-73.961495,1.0,,Prospect-Lefferts Gardens,Brooklyn
D28,Church Av,40.650527,-73.962982,1.0,,Flatbush,Brooklyn
D29,Beverley Rd,40.644031,-73.964492,1.0,,Flatbush,Brooklyn
D30,Cortelyou Rd,40.640927,-73.963891,1.0,,Flatbush,Brooklyn
D31,Newkirk Plaza,40.635082,-73.962793,1.0,,Flatbush,Brooklyn
D32,Avenue H,40.62927,-73.961639,1.0,,Flatbush,Brooklyn
D33,Avenue J,40.625039,-73.960803,1.0,,Midwood,Brooklyn
D34,Avenue M,40.617618,-73.959399,1.0,,Midwood,Brooklyn
D35,Kings Hwy,40.60867,-73.957734,1.0,,Sheepshead Bay,Brooklyn
D37,Avenue U,40.5993,-73.955929,1.0,,Sheepshead Bay,Brooklyn
D38,Neck Rd,40.595246,-73.955161,1.0,,Sheepshead Bay,Brooklyn
D39,Sheepshead Bay,40.586896,-73.954155,1.0,,Sheepshead Bay,Brooklyn
D40,Brighton Beach,40.577621,-73.961376,1.0,,Brighton Beach,Brooklyn
D41,Ocean Pkwy,40.576312,-73.968501,1.0,,Brighton Beach,Brooklyn
D42,W 8 St-NY Aquarium,40.576127,-73.975939,1.0,,Brighton Beach,Brooklyn
D43,Coney Island-Stillwell Av,40.577422,-73.981233,1.0,,Brighton Beach,Brooklyn
E01,World Trade Center,40.712582,-74.009781,1.0,,Tribeca,Manhattan
F01,Jamaica-179 St,40.712646,-73.783817,1.0,,Jamaica,Queens
F02,169 St,40.71047,-73.793604,1.0,,Jamaica,Queens
F03,Parsons Blvd,40.707564,-73.803326,1.0,,Briarwood,Queens
F04,Sutphin Blvd,40.70546,-73.810708,1.0,,Jamaica,Queens
F05,Briarwood,40.709179,-73.820574,1.0,,Kew Gardens,Queens
F06,Kew Gardens-Union Tpke,40.714441,-73.831008,1.0,,Forest Hills,Queens
F07,75 Av,40.718331,-73.837324,1.0,,Forest Hills,Queens
F09,Court Sq-23 St,40.747846,-73.946,1.0,,Long Island City,Queens
F11,Lexington Av/53 St,40.757552,-73.969055,1.0,,Midtown,Manhattan
F12,5 Av/53 St,40.760167,-73.975224,1.0,,Midtown,Manhattan
